packets_per_second,bytes_per_second,average_packet_size,flow_duration,packet_count,byte_count,syn_count,ack_count,syn_ack_ratio,dns_query_length,dns_entropy,dns_digit_ratio,dns_unique_char_ratio,dns_subdomain_count,inbound_bytes,outbound_bytes,outbound_inbound_ratio,is_tcp,is_udp,is_icmp,unique_destination_ports,unique_destination_hosts,connection_rate,fanout_score,source_ip_count,source_ip_entropy,destination_concentration,aggregate_packet_rate,mean_inter_arrival_time,inter_arrival_std,periodicity_score,repeated_destination_count,label
347.63463566718866,486690.37613419886,1400.0062991526663,170.2189970637904,53076.66666666666,74307664.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34040.333333333336,74273623.66666667,2822.391399804699,1.0,0.0,0.0,1.0,1.0,0.0072289156626506,1.0,1.0,0.0,1.0,383.68674698795184,207.5,120.5,0.6326219512195123,3.0,5
1078.8284239135403,64729.70543481245,60.0,0.2161233118003545,120.31428571428572,7218.857142857143,118.37142857142857,1.9428571428571428,81.94047619047619,0.0,0.0,0.0,0.0,0.0,116.57142857142856,7102.285714285715,62.62619047619047,1.0,0.0,0.0,1.0,1.0,36.99788583509514,0.0285714285714285,35.0,5.129283016944964,1.0,4451.374207188161,0.0278235294117647,0.029343273192691,0.4867078119495188,35.0,1
100.12505055882455,6007.503033529475,60.0,0.049342421532494,2.0531914893617023,123.19148936170212,1.0,0.0851063829787234,1.0,0.0,0.0,0.0,0.0,0.0,5.1063829787234045,60.0,0.0851063829787234,1.0,0.0,0.0,188.0,1.0,28.22822822822823,1.0,1.0,0.0,1.0,57.95795795795796,0.035614973262032,0.0283413378928277,0.5568640939249325,1.0,2
6.322824394545634,7286.988004929374,1115.8333333333333,32.86898565278822,179.5,197003.5,2.5,2.6666666666666665,0.6555555555555556,4.5,1.0680323215864629,0.0,0.2472222222222222,1.0,97484.5,99519.0,1.0992051764097128,0.6666666666666666,0.3333333333333333,0.0,3.0,5.0,0.0451127819548872,1.25,4.0,1.9182958340544891,0.3333333333333333,8.097744360902256,26.6,26.9785099662676,0.4964677072346179,1.0,0
7.16501960972984,721.2074331366343,111.041452991453,1.548053980099927,9.833333333333334,1061.1666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,436.8333333333333,624.3333333333334,1.4176522503111642,1.0,0.0,0.0,1.0,1.0,0.0062383118663959,1.0,1.0,0.0,1.0,0.0613434000195598,192.3597322,96.76462839943083,0.6653183142409297,6.0,3
6.605592291528029,781.426198444048,141.6060606060606,0.3142034457260164,1.9090909090909087,218.63636363636363,0.0,0.0,0.0,62.18181818181818,4.751305201246893,0.2508521919332427,0.4927103490293015,3.0,65.0909090909091,152.54545454545453,2.342857555327846,0.0,1.0,0.0,1.0,1.0,0.0434782608695652,1.0,1.0,0.0,1.0,0.0830039525691699,25.3,18.729922583929707,0.5746092319779399,11.0,4
194.18065426459657,271855.1054845247,1400.013670757161,254.0452038472892,50974.25,71364515.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26769.0,71337746.0,4404.305881757209,1.0,0.0,0.0,1.0,1.0,0.0095923261390887,1.0,1.0,0.0,1.0,488.96163069544366,139.0,127.28707711311466,0.5219930366390064,4.0,5
191.15023228661,267612.31357659993,1400.0137410739644,243.54794818391824,42942.0,60119297.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29713.5,60089584.0,4099.098307952719,1.0,0.0,0.0,1.0,1.0,0.0086206896551724,1.0,1.0,0.0,1.0,370.1896551724138,232.0,0.0,1.0,2.0,5
10.278339503093102,1142.0869633233378,140.64166666666668,0.264241056788736,1.925,215.625,0.0,0.0,0.0,62.05,4.715335363500914,0.2296342360458982,0.4864320640925787,3.0,64.275,150.475,2.341249490413496,0.0,1.0,0.0,1.0,1.0,0.1403508771929824,1.0,1.0,0.0,1.0,0.2701754385964912,7.3076923076923075,7.629745588909192,0.4892199290318001,40.0,4
99.51163380832084,5970.6980284992505,60.0,0.0488240920925304,2.028169014084507,121.69014084507042,1.0,0.0774647887323943,1.0,0.0,0.0,0.0,0.0,0.0,4.647887323943662,60.0,0.0774647887323943,1.0,0.0,0.0,142.0,1.0,25.132743362831857,1.0,1.0,0.0,1.0,50.97345132743362,0.0400709219858156,0.0327790032670047,0.5500475374099887,1.0,2
8.137186531785725,12018.70026417064,1453.5,41.63309493623029,265.5,389485.5,3.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,186629.0,202856.5,1.106816075224264,1.0,0.0,0.0,2.0,2.0,0.1111111111111111,1.0,2.0,1.0,0.5,29.5,18.0,0.0,1.0,1.0,0
21.16784447302933,26496.24437199904,1174.3333333333333,13.996805248979433,302.0,366615.6666666667,2.6666666666666665,3.6666666666666665,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,188886.3333333333,177729.33333333334,1.037426430023276,1.0,0.0,0.0,3.0,3.0,0.0193548387096774,1.5,2.0,0.9182958340544896,0.3333333333333333,5.84516129032258,77.5,57.5,0.5740740740740741,1.0,0
