packets_per_second,bytes_per_second,average_packet_size,flow_duration,packet_count,byte_count,syn_count,ack_count,syn_ack_ratio,dns_query_length,dns_entropy,dns_digit_ratio,dns_unique_char_ratio,dns_subdomain_count,inbound_bytes,outbound_bytes,outbound_inbound_ratio,is_tcp,is_udp,is_icmp,unique_destination_ports,unique_destination_hosts,connection_rate,fanout_score,source_ip_count,source_ip_entropy,destination_concentration,aggregate_packet_rate,mean_inter_arrival_time,inter_arrival_std,periodicity_score,repeated_destination_count,label,label_name
100.10216083047072,6006.1296498282445,60.0,0.04991526972854395,1.9947089947089947,119.68253968253968,1.0,0.1164021164021164,1.0,0.0,0.0,0.0,0.0,0.0,6.984126984126984,60.0,0.1164021164021164,1.0,0.0,0.0,189.0,1.0,31.97969543147208,1.0,1.0,0.0,1.0,63.790186125211505,0.03143617021276596,0.026748656164550126,0.5402812411763361,1.0,2,PORT_SCAN
11.26511824024617,11990.024270129283,1118.5,26.016568374697588,211.0,230155.5,0.75,0.75,0.625,8.25,1.69142612148493,0.0,0.33611111111111114,1.5,117558.75,112596.75,0.9581543689676404,0.5,0.5,0.0,2.0,3.0,0.014598540145985401,0.75,4.0,2.0,0.5,3.0802919708029197,91.33333333333333,4.0276819911981905,0.9577638516379965,1.0,0,NORMAL
7.302180618625012,1192.8767360244617,188.13165584415583,1.3613357626403446,8.5,1428.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,572.0,856.25,1.500373900128377,1.0,0.0,0.0,1.0,1.0,0.006681789812115545,1.0,1.0,0.0,1.0,0.05679521340298214,171.0405707142857,59.05364924795901,0.7433501404005329,8.0,3,C2_BEACON
9.267908673689513,1274.097486950529,135.01853146853148,1.2307309923524645,10.0,1275.375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,528.375,747.0,1.438708302702393,1.0,0.0,0.0,1.0,1.0,0.009489828414009128,1.0,1.0,0.0,1.0,0.09489828414009129,120.42969514285713,1.8112574464093367,0.9851828915920245,8.0,3,C2_BEACON
7.648742130376459,790.0045059329698,128.84444444444446,0.34701552857250767,2.0,215.66666666666666,0.0,0.0,0.0,61.6,4.737079743557739,0.22969373883889102,0.4980584361780842,3.0,64.2,150.53333333333333,2.344954616821953,0.0,1.0,0.0,1.0,1.0,0.057034220532319393,1.0,1.0,0.0,1.0,0.11406844106463879,18.785714285714285,12.65011897983895,0.5975891946945557,15.0,4,DNS_TUNNEL
8.4676211838003,9673.400724049055,1110.4285714285713,34.71698233914761,158.14285714285714,169851.85714285713,3.0,2.857142857142857,1.0,3.857142857142857,0.8708017815927693,0.0,0.19047619047619047,0.8571428571428571,82695.85714285714,87156.0,1.0123468040177592,0.8571428571428571,0.14285714285714285,0.0,3.0,4.0,0.06796116504854369,1.0,4.0,1.8423709931771084,0.5714285714285714,10.74757281553398,17.166666666666668,10.172129679778086,0.6279232797642567,2.0,0,NORMAL
115.07068454683416,6904.24107281005,60.0,0.04886649509101103,2.0,120.0,1.0,0.10179640718562874,1.0,0.0,0.0,0.0,0.0,0.0,6.107784431137724,60.0,0.10179640718562874,1.0,0.0,0.0,167.0,1.0,21.166032953105198,1.0,1.0,0.0,1.0,42.332065906210396,0.04753012048192771,0.03442184699559124,0.5799753434225501,1.0,2,PORT_SCAN
844.5150567375498,50670.903404253,60.0,0.262014704011368,122.72727272727273,7363.636363636364,119.63636363636364,3.090909090909091,48.61098484848485,0.0,0.0,0.0,0.0,0.0,185.45454545454547,7178.181818181818,42.610984848484854,1.0,0.0,0.0,1.0,1.0,46.36459430979979,0.022727272727272728,44.0,5.4594316186372955,1.0,5690.200210748157,0.022069767441860465,0.021786912381260164,0.5032247660076081,44.0,1,SYN_FLOOD
88.08588544715714,50275.43047448532,868.1666666666666,35.30383674483644,352.6666666666667,310342.6666666667,1.3333333333333333,1.0,0.4583333333333333,4.0,1.0838763891292742,0.0,0.2777777777777778,1.0,151860.66666666666,158482.0,1.0729430663329635,0.3333333333333333,0.6666666666666666,0.0,4.0,4.0,0.03278688524590164,1.3333333333333333,3.0,1.4591479170272448,0.5,11.562841530054644,36.6,35.56177723342859,0.5071937167180138,1.0,0,NORMAL
3.1590288607079167,3231.9944731838855,1115.25,42.470847225448885,124.25,124894.0,2.25,2.5,0.45,3.75,0.8100559822354629,0.0,0.16666666666666666,0.75,64152.5,60741.5,0.901564684767204,0.5,0.5,0.0,4.0,3.0,0.025,1.0,3.0,1.5,0.5,3.10625,53.333333333333336,42.240054713769275,0.5580353948219186,1.0,0,NORMAL
10.661552250555095,1322.7061219555396,131.3776443001443,1.3382152305973192,11.5,1425.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,573.4,851.7,1.5026230906077338,1.0,0.0,0.0,1.0,1.0,0.006936507523939884,1.0,1.0,0.0,1.0,0.07976983652530867,160.18307588888888,79.47744214794919,0.6683749046401846,10.0,3,C2_BEACON
1145.2020612609185,68712.1236756551,60.0,0.2322069760419984,119.29032258064517,7157.419354838709,117.06451612903226,2.225806451612903,68.95725806451614,0.0,0.0,0.0,0.0,0.0,133.5483870967742,7023.870967741936,46.005645161290325,1.0,0.0,0.0,1.0,1.0,69.58473625140292,0.016129032258064516,62.0,5.954196310386873,1.0,8300.785634118967,0.014606557377049183,0.012833458688866345,0.5323086306495514,62.0,1,SYN_FLOOD
1170.7005244053955,70242.03146432372,60.0,0.2449404681561717,118.11904761904762,7087.142857142857,115.38095238095238,2.738095238095238,61.96785714285714,0.0,0.0,0.0,0.0,0.0,164.28571428571428,6922.857142857143,41.37261904761905,1.0,0.0,0.0,1.0,1.0,43.388429752066116,0.023809523809523808,42.0,5.3923174227787625,1.0,5125.0,0.023609756097560976,0.019667824471778946,0.5455424214330352,42.0,1,SYN_FLOOD
75.7457472948365,4544.744837690191,60.0,0.0542196021425975,2.034188034188034,122.05128205128206,1.0,0.1282051282051282,1.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,60.0,0.1282051282051282,1.0,0.0,0.0,117.0,1.0,27.209302325581397,1.0,1.0,0.0,1.0,55.348837209302324,0.03706896551724138,0.038685675005794895,0.4893293039384043,1.0,2,PORT_SCAN
6.995183510365493,700.0681137999612,107.24431818181819,1.519071617361763,10.25,1075.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,439.625,636.125,1.4848024623304545,1.0,0.0,0.0,1.0,1.0,0.00415965986694209,1.0,1.0,0.0,1.0,0.04263651363615642,274.7477388571428,104.03748693819001,0.7253391107856881,8.0,3,C2_BEACON
958.1490071781434,57488.9404306886,60.0,0.2640733906475032,120.67692307692307,7240.615384615385,118.61538461538461,2.0615384615384613,70.09666666666666,0.0,0.0,0.0,0.0,0.0,123.6923076923077,7116.923076923077,34.142820512820514,1.0,0.0,0.0,1.0,1.0,65.92292089249493,0.015384615384615385,65.0,6.022367813028458,1.0,7955.375253549696,0.01540625,0.013319063816105845,0.5363300849775905,65.0,1,SYN_FLOOD
68.43235407786166,4105.9412446717,60.0,0.05047155977200453,1.839080459770115,110.34482758620689,1.0,0.10344827586206896,1.0,0.0,0.0,0.0,0.0,0.0,6.206896551724138,60.0,0.10344827586206896,1.0,0.0,0.0,87.0,1.0,16.022099447513813,1.0,1.0,0.0,1.0,29.46593001841621,0.06313953488372093,0.05977207926991317,0.5136986876179113,1.0,2,PORT_SCAN
107.35193604281011,6441.116162568607,60.0,0.04548068932527341,2.085561497326203,125.1336898395722,1.0,0.11229946524064172,1.0,0.0,0.0,0.0,0.0,0.0,6.737967914438503,60.0,0.11229946524064172,1.0,0.0,0.0,187.0,1.0,24.380704041720993,1.0,1.0,0.0,1.0,50.847457627118644,0.041236559139784947,0.03249611981782201,0.5592711362555286,1.0,2,PORT_SCAN
85.44006448122487,5126.403868873491,60.0,0.050597286966711306,2.0425531914893615,122.55319148936171,1.0,0.09574468085106383,1.0,0.0,0.0,0.0,0.0,0.0,5.74468085106383,60.0,0.09574468085106383,1.0,0.0,0.0,94.0,1.0,14.461538461538462,1.0,1.0,0.0,1.0,29.53846153846154,0.06989247311827956,0.07187944841633367,0.49299235251752943,1.0,2,PORT_SCAN
8.505713231379698,938.4556111895173,125.77586206896552,0.3025299409110573,2.0689655172413794,210.0,0.0,0.0,0.0,63.41379310344828,4.735042272759204,0.23913113250617146,0.48136941773523667,3.0,62.689655172413794,146.3793103448276,2.3351078682018422,0.0,1.0,0.0,1.0,1.0,0.1039426523297491,1.0,1.0,0.0,1.0,0.21505376344086022,9.964285714285714,6.494404970308469,0.605411809799219,29.0,4,DNS_TUNNEL
7.652784887861276,1267.1795617169114,171.2869696969697,1.1991051474304941,9.2,1430.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,549.6,880.4,1.610848927462134,1.0,0.0,0.0,1.0,1.0,0.006967385800840075,1.0,1.0,0.0,1.0,0.06409994936772868,179.407318,102.8928925538977,0.6355196039279856,5.0,3,C2_BEACON
86.89963739105266,5213.97824346316,60.0,0.04815378557326192,2.0,120.0,1.0,0.11042944785276074,1.0,0.0,0.0,0.0,0.0,0.0,6.625766871165644,60.0,0.11042944785276074,1.0,0.0,0.0,163.0,1.0,17.717391304347828,1.0,1.0,0.0,1.0,35.434782608695656,0.05679012345679013,0.04747519587575757,0.5446693475868193,1.0,2,PORT_SCAN
1510.8529228534028,90651.17537120415,60.0,0.22933411354308555,121.6,7296.0,118.91428571428571,2.6857142857142855,64.38523809523811,0.0,0.0,0.0,0.0,0.0,161.14285714285714,7134.857142857143,50.21380952380952,1.0,0.0,0.0,1.0,1.0,37.960954446854664,0.02857142857142857,35.0,5.129283016944964,1.0,4616.0520607375265,0.02711764705882353,0.02094778481322822,0.5641819079252137,35.0,1,SYN_FLOOD
